Bug-ID,Project,Classification,Summary,Description,Link,Enviroment,llm_pred,Explanation
34479,Apache httpd-2,Configuration Bug Report,(OS 10048) error during installation,"Upon installation I had recieved the following message: (OS 10048)Only one usage of each socket address (protocol/network address/port) is normally permitted. : make_sock: could not bind to address 0.0.0.0:80 no listening sockets available, shutting down Unable to open logs I managed to overcome it by quitting Skype before installation. (had to uninstall and reinstall again).",34479,APACHE ,Configuration,"The bug report is related to a configuration issue because the error message indicates that the port 80 is already in use, which suggests that another process (Skype) is occupying it. The user was able to resolve the issue by quitting Skype before installation."
37021,Lenya,Configuration Bug Report,[PATCH] cforms libraries are not loaded,"The native cform libraries are not included in page because they do not match the namespace. The patch adds two files for temporary stripping and re-adding the xhtml namespace. Further, the cforms libraries are made accessible with the /cforms/** url (analog to the editors).",37021,APACHE ,Configuration,"The bug report is related to configuration because it involves modifying files and namespaces, which suggests a change in project settings or environment. The patch adds temporary stripping and re-adding of the xhtml namespace, indicating a need for configuration adjustments."
36382,Lenya,Configuration Bug Report,"[PATCH] Endorsed libraries are not considered properly,","The handling of endorsed libraries is not properly done. The patch attached to this bug creates a endorsed library directory in the webapp lib dir and takes care that the relevant libraries are copied in and out (e.g. servlet container) of this directory. For the patch to work create an empty directory 'lib/endorsed' in the lenya base dir. Finally, endorsed libraries are removed from the common lib (duplicates) dir.",36382,APACHE ,Configuration,"The bug report is related to configuration because it involves creating a directory and copying files in specific locations, which suggests that the issue is with how the application is set up or configured."
598,Ant,Configuration Bug Report,Execute does not properly change drive for Windows,"Execute (and hence the java task and perhaps others) does not properly change the active drive when the execute directory's drive is different than the current directory's drive. As an example, if your current directory is c:\build and your run directory is d:\run, previously only a ""cd d:\run"" was performed and the active drive was not changed (because of the Windows directory per drive ""feature""). Therefore the execute actually still runs in c:\build. The patches cause the needed active drive change as well. A patch has been submitted to ant-dev.",598,APACHE ,Configuration,"This bug report is related to configuration because it involves a specific environment setting (Windows directory per drive feature) that affects the behavior of Ant's Execute task, which is used for running tasks in different directories. The issue is resolved by changing the active drive, indicating a need for proper configuration or setup."
11091,Tomcat 4,Configuration Bug Report,"Tomcat (4,1,7 - 4,1,9)-LE-jdk14 ignores error page specified in web,xml","I have created a simple test case to illustrate this bug. The test case is a simple web application, with 2 jsp pages (Error.jsp and test.jsp) and a web.xml deployment descriptor. Error.jsp is a simple one line jsp page (""This is the error page"") test.jsp does nothing but throw a javax.servlet.jsp.JspException. web.xml has a /Error.jsp set as the designated error page for both 500 response codes and exceptions of type javax.servlet.jsp.JspException. Under tomcat 4.0.3, the expected result occurs; when test.jsp is accessed the contents of the custom error page are returned instead. However, under tomcat 4.1.7, with the exact same web-app a different result occurs. When test.jsp is accessed, a generic apache error page is displayed instead of the custom error page that appears in v4.0.3",11091,APACHE ,Configuration,"The bug report is related to configuration because it involves changes between different versions of Tomcat (4.1.7 and 4.1.9) that affect the behavior of error pages, which suggests a configuration issue rather than a code-level problem."
30764,Security - Now in JIRA,Configuration Bug Report,"JDK 1,4,2_05 has new org,apache,xpath,compiler api,,, now private m_functions field","Using xml sec is raising this kind of exception with a JVM 1.4.2_05 (not with _03). ""org.apache.xpath.compiler.FunctionTable.m_functions from class org.apache.xml.security.Init java.lang.IllegalAccessError: tried to access field org.apache.xpath.compiler.FunctionTable.m_functions from class org.apache.xml.security.Init"" This is due to the bundle org.apache.xpath.compiler m_functions now private, and with a static accessor. The code that uses reflection in Init.java is the cuplrit. I guess you may already be working checking that stuff (http://article.gmane.org/gmane.text.xml.security.devel/3197) but I did not see any bugzilla on the topic. Cheers Philippe",30764,APACHE ,Configuration,"The bug report is related to a configuration issue due to changes in the JDK version (1.4.2_05) affecting the private m_functions field of org.apache.xpath.compiler.FunctionTable, which was previously accessible through reflection in Init.java."
34520,Apache httpd-2,Configuration Bug Report,"cope with OpenSSL 0,9,7g API changes","Configure: ========== CONFIGURE_OPTIONS=--prefix=$(DIR_PROD) --enable-ssl --with-ssl=$(OPENSSL_DIRECTORY) \ --enable-mods-shared=most --with-mpm=worker --without-berkeley-db \ --with-expat=$(DIR_SRC)/$(CURRENT_DISTRO)/srclib/apr-util/xml/expat \ Environment: ============ oslevel -r 5200-02 or oslevel -r 4330-11 Both environments using Visual Age C/C++ at V6 with February 2005 PTFs applied (ie. fairly up-to-date ...). lslpp -L vac\* Fileset Level State Type Description (Uninstaller) ---------------------------------------------------------------------------- vac.C 6.0.0.11 A F C for AIX Compiler vac.C.readme.ibm 6.0.0.1 A F C for AIX iFOR/LS Information vac.Dt.common 6.0.0.0 C F C for AIX Desktop Integration Common Files vac.Dt.help 6.0.0.0 C F C for AIX Help Desktop Integration vac.html.DBCS.search 6.0.0.0 C F C for AIX Compiler Documentation Search Double Byte Common Files vac.html.EN_US 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--U.S. English UTF vac.html.JA_JP 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Japanese UTF vac.html.Ja_JP.C 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Japanese vac.html.Ja_JP.search 6.0.0.0 C F C for AIX Compiler Documentation Search--Japanese vac.html.SBCS.search 6.0.0.0 C F C for AIX Compiler Documentation Search Single Byte Common Files vac.html.ZH_CN 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Simplified Chinese UTF vac.html.common.search 6.0.0.0 C F C for AIX Compiler Documentation Search Common Files vac.html.en_US.C 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--U.S. English vac.html.en_US.search 6.0.0.0 C F C for AIX Compiler Documentation Search--U.S. English vac.html.ja_JP 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Japanese IBM-eucJP vac.html.zh_CN.C 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Simplified Chinese vac.html.zh_CN.search 6.0.0.0 C F C for AIX Compiler Documentation Search--Simplified Chinese vac.lic 6.0.0.0 C F C for AIX Licence Files vac.msg.en_US.C 6.0.0.2 A F C for AIX Compiler Messages - en_US vac.ndi 6.0.0.7 A F C for AIX Non-Default Installation Script vac.pdf.en_US.C 6.0.0.0 C F C for AIX Documentation (PDF)--U.S. English vacpp.Dt.common 6.0.0.0 C F VisualAge C++ Desktop Integration Common Files vacpp.Dt.help 6.0.0.0 C F VisualAge C++ Help Desktop Integration vacpp.cmp.aix50.lib 6.0.0.10 A F VisualAge C++ Libraries for AIX 5.0 vacpp.cmp.aix50.tools 6.0.0.1 A F VisualAge C++ Tools for AIX 5.0 vacpp.cmp.core 6.0.0.12 A F VisualAge C++ Compiler vacpp.cmp.include 6.0.0.10 A F VisualAge C++ Compiler Include Files vacpp.cmp.lib 6.0.0.0 C F VisualAge C++ Libraries vacpp.cmp.rte 6.0.0.0 C F VisualAge C++ Compiler Application Runtime vacpp.cmp.tools 6.0.0.10 A F VisualAge C++ Tools vacpp.html.DBCS 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Double Byte Common Files vacpp.html.EN_US 6.0.0.0 C F VisualAge C++ Documentation (HTML)--U.S. English UTF vacpp.html.JA_JP 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Japanese UTF vacpp.html.Ja_JP 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Japanese vacpp.html.SBCS 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Single Byte Common Files vacpp.html.ZH_CN 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Simplified Chinese UTF vacpp.html.common 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Common Files vacpp.html.en_US 6.0.0.0 C F VisualAge C++ Documentation (HTML)--U.S. English vacpp.html.help 6.0.0.0 C F VisualAge C++ HTML Help Engine vacpp.html.ja_JP 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Japanese IBM-eucJP vacpp.html.zh_CN 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Simplified Chinese vacpp.lic 6.0.0.0 C F VisualAge C++ Licence Files vacpp.memdbg.aix50.lib 6.0.0.7 A F VA C++ User Heap/Memory Debug AIX 5.0 Libraries vacpp.memdbg.aix50.rte 6.0.0.10 A F VA C++ User Heap/Memory Debug AIX 5.0 Runtime vacpp.memdbg.lib 6.0.0.0 C F VisualAge C++ User Heap and Memory Debug Static Libraries vacpp.memdbg.rte 6.0.0.0 C F VisualAge C++ User Heap and Memory Debug Runtime vacpp.msg.en_US.cmp.core 6.0.0.7 A F VisualAge Compiler C++ Messages--U.S. English vacpp.msg.en_US.cmp.tools 6.0.0.0 C F VisualAge C++ Tools Messages--U.S. English vacpp.msg.en_US.html.help 6.0.0.0 C F VisualAge C++ Help Engine Messages--U.S. English vacpp.ndi 6.0.0.7 A F VisualAge C++ Non-Default Installation Script vacpp.pdf.Ja_JP 6.0.0.0 C F VisualAge C++ Documentation (PDF)--Japanese vacpp.pdf.common 6.0.0.0 C F VisualAge C++ Documentation (PDF)--Common Files vacpp.pdf.en_US 6.0.0.0 C F VisualAge C++ Documentation (PDF)--U.S. English vacpp.pdf.zh_CN 6.0.0.0 C F VisualAge C++ Documentation (PDF)--Simplified Chinese vacpp.samples.ansicl 6.0.0.6 A F ANSI CLass Library Samples Cause: ====== Signature: /vobs/openssl/prod/include/openssl/ssl2.h: SSL_SESSION *d2i_SSL_SESSION(SSL_SESSION **a,const unsigned char * const *pp, long length); Code: pSession = d2i_SSL_SESSION(NULL, &ptr, SSL_SESSION_MAX_DER); Pre-processed: unsigned char *ptr; ... pSession = d2i_SSL_SESSION(0, &ptr, 1024*10); CC=xlc_r Bug: ==== gmake[4]: Entering directory `/vobs/apache/src/httpd-2.0.54/modules/ssl' /vobs/apache/src/httpd-2.0.54/srclib/apr/libtool --silent --mode=compile xlc_r -g -qHALT=E -U__STR__ -D_THREAD_SAFE -D_USE_IRS -I/vobs/apache/src/httpd-2.0.54/srclib/apr/include -I/vobs/apache/src/httpd-2.0.54/srclib/apr-util/include -I/vobs/apache/src/httpd-2.0.54/srclib/apr-util/xml/expat/lib -I. -I/vobs/apache/src/httpd-2.0.54/os/unix -I/vobs/apache/src/httpd-2.0.54/server/mpm/worker -I/vobs/apache/src/httpd-2.0.54/modules/http -I/vobs/apache/src/httpd-2.0.54/modules/filters -I/vobs/apache/src/httpd-2.0.54/modules/proxy -I/vobs/apache/src/httpd-2.0.54/include -I/vobs/apache/src/httpd-2.0.54/modules/generators -I/vobs/openssl/prod/include/openssl -I/vobs/openssl/prod/include -I/vobs/apache/src/httpd-2.0.54/modules/dav/main -prefer-pic -c ssl_scache_shmcb.c && touch ssl_scache_shmcb.slo ""ssl_scache_shmcb.c"", line 1248.46: 1506-280 (E) Function argument assignment between types ""const unsigned char* const*"" and ""unsigned char**"" is not allowed. ""ssl_scache_shmcb.c"", line 1327.46: 1506-280 (E) Function argument assignment between types ""const unsigned char* const*"" and ""unsigned char**"" is not allowed. gmake[4]: *** [ssl_scache_shmcb.slo] Error 1 gmake[4]: Leaving directory `/vobs/apache/src/httpd-2.0.54/modules/ssl' gmake[3]: *** [shared-build-recursive] Error 1 gmake[3]: Leaving directory `/vobs/apache/src/httpd-2.0.54/modules/ssl' gmake[2]: *** [shared-build-recursive] Error 1 gmake[2]: Leaving directory `/vobs/apache/src/httpd-2.0.54/modules' gmake[1]: *** [shared-build-recursive] Error 1 gmake[1]: Leaving directory `/vobs/apache/src/httpd-2.0.54' gmake: *** [all-recursive] Error 1",34520,APACHE ,Configuration,"The bug report is related to a configuration issue because it involves a compilation error due to incompatible types between OpenSSL API changes and the compiler settings. The error message indicates that there's an issue with function argument assignment, which suggests a problem with the compiler flags or include paths used during the build process."
40512,Security - Now in JIRA,Configuration Bug Report,Fix incompatible API changes to TransformSpi,"In 1.4, a new abstract protected enginePerformTransform(XMLSignatureInput, Transform) method was added to the TransformSpi class and the existing enginePerformTransform(XMLSignatureInput) method was removed. The new method was designed to replace the old method and was done to improve performance, which is all very good. Unfortunately, it means that existing TransformSpi implementations when compiled against 1.4 will not compile until the new method is implemented. This is not a problem for the built-in implementations with XMLSec (since they have been adjusted) but it is a problem for any TransformSpi implementations developed by users out there. In any case, this particular compilation failure is not such a big deal since you will want to implement the better method anyway. The more serious problem (IMO) is that you will get a runtime error (NoSuchMethodError) if the current TransformSpi implementations are run with 1.4 without updating and recompiling to support the new method (because the new methods don't exist). So this means you cannot seamlessly upgrade existing TransformSpi implementations to 1.4 without reimplementing the new methods. Suggested fix (for TransformSpi): 1. Restore old method 2. Change new method to be non-abstract and throw UnsupportedOperationExc by default 3. Change Transform code to fallback to old method if it gets UnsuppOpExc, ex: try { result = transformSpi.enginePerformTransform(input,this); } catch (UnsupportedOperationException ex) { result = transformSpi.enginePerformTransform(input); 4. Document in release notes that developers should override new method",40512,APACHE ,Configuration,"This bug report is related to configuration because it involves changes to the TransformSpi class and its methods, which are likely part of a software's API. The issue described is about incompatible API changes that affect existing implementations when upgrading to version 1.4, indicating a need for configuration adjustments or updates to support the new method."
1206,Batik - Now in Jira,Configuration Bug Report,Add a text-search in the SVG Browser,Add the ability to search for a text string in an SVG document and pan to the place where that String is defined and highlight it.,1206,APACHE ,Other,"The bug report ID 1206 for project Batik does not indicate any configuration-related issues, but rather a feature request to add text-search functionality in the SVG Browser."
46,Batik - Now in Jira,Configuration Bug Report,Add marker support,Markers are not supported in Batik 1.0 Beta 1,46,APACHE ,Configuration,"The bug report is related to configuration because it mentions a specific version of the software (Batik 1.0 Beta 1) and environment (APACHE), which suggests that the issue may be caused by incorrect or missing configuration settings."
680,Ant,Configuration Bug Report,"JUnit task not compatible w/ JUnit 3,5","JUnit 3.5 has changed the interface for the method TestListener.addFailure(Test test, Throwable t) to TestListener.addFailure(Test test, AssertionFailedError t). This, obviously, breaks the JUnit task. The method signature needs to be added or updated for the following classes in the task: JUnitTestRunner, PlainJUnitResultFormatter, SummaryJUnitResultFormatter, and XMLJUnitResultFormatter.",680,APACHE ,Configuration,The bug report is related to a change in the JUnit interface which requires an update in the Ant project's code. This indicates a configuration issue as it involves modifying existing code to adapt to new requirements.
