Bug-ID,Project,Classification,Summary,Description,Link,Enviroment,llm_pred,Explanation
JAMES-6,James Server,Configuration,Sending mail to local recipient and remote recipient fails to send to remote recipient,"  When mail arrives at the SMTP server, and the mail specifies multiple recipients, some of whom are local recipients and some of whom are remote, only the messages bound for local recipients are delivered, e.g.:  from: a@xyz.com to: b@xyz.com, c@uvw.com  ""b"" will receive the message and ""c"" will not; looking at the mailet.log, James does not even attempt to send the message to ""c"" ",https://issues.apache.org/jira/browse/JAMES-6?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration,"The bug report describes a scenario where email delivery fails for remote recipients when sending to both local and remote recipients. This suggests a misconfiguration in the mail server's routing or delivery settings, rather than a code defect. The system is not properly configured to handle mixed recipient types."
COCOON-33,Cocoon,Configuration,Error: 500,"Hello, starting cocoon I receive the following messages:  Location: /cocoon Internal Servlet Error:  java.lang.VerifyError: (class: org/apache/cocoon/servlet/CocoonServlet, method: createCocoon signature: ()V) Incompatible object argument for function call at java.lang.ClassLoader.resolveClass0(Native Method) at java.lang.ClassLoader.resolveClass(ClassLoader.java:545) at org.apache.tomcat.loader.AdaptiveClassLoader.loadClass (AdaptiveClassLoader.java, Compiled Code) at org.apache.tomcat.loader.AdaptiveServletLoader.loadClass (AdaptiveServletLoader.java:174) at org.apache.tomcat.core.ServletWrapper.loadServlet (ServletWrapper.java:265) at org.apache.tomcat.core.ServletWrapper.init(ServletWrapper.java:289) at org.apache.tomcat.core.Handler.service(Handler.java:254) at org.apache.tomcat.core.ServletWrapper.service (ServletWrapper.java:372) at org.apache.tomcat.core.ContextManager.internalService (ContextManager.java:797) at org.apache.tomcat.core.ContextManager.service (ContextManager.java:743) at org.apache.tomcat.service.http.HttpConnectionHandler.processConnection (HttpConnectionHandler.java:210) at org.apache.tomcat.service.TcpWorkerThread.runIt (PoolTcpEndpoint.java, Compiled Code) at org.apache.tomcat.util.ThreadPool$ControlRunnable.run (ThreadPool.java, Compiled Code) at java.lang.Thread.run(Thread.java:479) ",https://issues.apache.org/jira/browse/COCOON-33?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Other,"The error appears to be a `java.lang.VerifyError`, which suggests a class loading issue or incompatibility between different versions of libraries. This is more likely a code or dependency problem rather than a configuration issue."
JAMES-4,James Server,Configuration,Bounced mail to unknown sender address or SMTP server hangs James,"  If a mail bounces and James tries to return the message, and the sender mail or SMTP server is invalid, exceptions will scroll continuously in the mailet.log file and James will never recover until that message is deleted from the outgoing message directory.  2001.06.21 05:37:06 483 (INFO) from Mailets: RemoteDelivery: Sending back message Mail993061967859-203-!605164785-to-ite.com01234 af ter max (5) retries reached^M 2001.06.21 05:37:06 484 (INFO) from Mailets: RemoteDelivery: Exception caught in RemoteDelivery.run(): java.lang.NullPointerExceptio n^M 2001.06.21 05:37:06 490 (INFO) from Mailets: RemoteDelivery: Remote delivery thread (0) will process mail Mail993061967859-203-!6051 64785-to-ite.com01234^M 2001.06.21 05:37:06 495 (INFO) from Mailets: RemoteDelivery: attempting to deliver Mail993061967859-203-!605164785-to-ite.com01234^M 2001.06.21 05:37:06 496 (INFO) from Mailets: RemoteDelivery: attempting delivery of Mail993061967859-203-!605164785-to-ite.com01234 to host mail.ite.com.^M 2001.06.21 05:37:37 326 (INFO) from Mailets: RemoteDelivery: Exception caught in RemoteDelivery.deliver() : javax.mail.SendFailedExc eption: Invalid Addresses; nested exception is: javax.mail.SendFailedException: 550 <josh@ite.com>... User unknown ^M 2001.06.21 05:37:37 327 (INFO) from Mailets: RemoteDelivery: Exception delivering mail (Mail993061967859-203-!605164785-to-ite.com01 234: javax.mail.SendFailedException: Invalid Addresses; nested exception is: javax.mail.SendFailedException: 550 <josh@ite.com>... User unknown  at com.sun.mail.smtp.SMTPTransport.rcptTo(SMTPTransport.java:804) at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:320) at org.apache.james.transport.mailets.RemoteDelivery.deliver (RemoteDelivery.java:128) at org.apache.james.transport.mailets.RemoteDelivery.run (RemoteDelivery.java:274) at java.lang.Thread.run(Thread.java:484) ^M 2001.06.21 05:37:37 328 (INFO) from Mailets: RemoteDelivery: Sending back message Mail993061967859-203-!605164785-to-ite.com01234 af ter max (5) retries reached^M 2001.06.21 05:37:37 329 (INFO) from Mailets: RemoteDelivery: Exception caught in RemoteDelivery.run(): java.lang.NullPointerExceptio n^M 2001.06.21 05:37:37 336 (INFO) from Mailets: RemoteDelivery: Remote delivery thread (0) will process mail Mail993061967859-203-!6051 64785-to-ite.com01234^M 2001.06.21 05:37:37 340 (INFO) from Mailets: RemoteDelivery: attempting to deliver Mail993061967859-203-!605164785-to-ite.com01234^M 2001.06.21 05:37:37 342 (INFO) from Mailets: RemoteDelivery: attempting delivery of Mail993061967859-203-!605164785-to-ite.com01234 to host mail.ite.com.^M 2001.06.21 05:37:37 430 (INFO) from Mailets: RemoteDelivery: Exception caught in RemoteDelivery.deliver() : javax.mail.SendFailedExc eption: Invalid Addresses; nested exception is: javax.mail.SendFailedException: 550 <josh@ite.com>... User unknown ^M 2001.06.21 05:37:37 432 (INFO) from Mailets: RemoteDelivery: Exception delivering mail (Mail993061967859-203-!605164785-to-ite.com01 234: javax.mail.SendFailedException: Invalid Addresses; nested exception is: javax.mail.SendFailedException: 550 <josh@ite.com>... User unknown ",https://issues.apache.org/jira/browse/JAMES-4?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC,APACHE ,Configuration,"The bug report indicates that the James server is failing to handle bounced emails due to invalid sender addresses or SMTP server configurations. The continuous exceptions and failure to recover suggest an issue with how the server is configured to handle undeliverable messages, specifically the retry mechanism and error handling for remote delivery."
40836,Apache httpd-2,Configuration,"Microsoft Update: KB920342; Apache 2,2,3 service doesn't start","Hi, When i installed an update from Windows Update: KB920342, Apache did'n start anymore. Even i tried to start it manually, it crashed on starting. I had to uninstall: KB920342 that Apache started. I suggest you to not install: KB920342 (Optional Update in the Update site) from the Windows Update. My OS: Win XP Pro 5.1.2600 Finnish (SP 2), All other updates installed Steffen's builded Apache 2.2.3 UPDATE: ""Additional information about update: http://support.microsoft.com/kb/KB920342"")",40836,APACHE ,Configuration,"The bug report describes a problem where an Apache service fails to start after a Windows update (KB920342) is installed. This suggests a configuration issue or incompatibility between the update and the Apache setup, rather than a code defect in Apache itself. The user had to uninstall the update to restore Apache's functionality, indicating a problem with the system's configuration after the update."
8482,Apache httpd-2,Configuration,nph- CGIs and/or server-pushed methodes not working properly,"i'm using a nph- CGI, which isn't working properly with apache 2.0.35, although the changelog says, that nph- is working again! description: after starting the nph- CGI, any browser receives some data (no prob so far) but after a certain (almost everytime the same) amount, the browers stops getting data. the more strange thing is .. the cgi (cgi-irc) still works! and after quiting that CGI, the browers receives the rest of the data-packets. so i assume, that the server-pushed method gets a kind of overflow ..",8482,APACHE ,Configuration,"The bug report describes issues with nph-CGI scripts and server-pushed methods in Apache httpd-2, suggesting a configuration problem related to how the server handles these types of requests. The description points to a potential overflow or misconfiguration in the server's handling of data packets, rather than a code defect in the CGI script itself."
44902,Fop - Now in Jira,Configuration,"FOP 0,95 does not resolve server path names,","When we work with our stylesheets to load images, FOP 0.95 works well with local drive addresses,but does not work with server drive addresses. For your convenience in understanding, let me give you a code snippet: What works using fop0.95: (network share connected via command net use Z: \\Dimari-server4\variobill): <fo:block> <fo:external-graphic scaling=""inherit"" height=""4.0cm"" width=""21cm"" src=""Z:\shared\images\Briefkopf2005_08.PNG""/> </fo:block> What does not work: <fo:block> <fo:external-graphic scaling=""inherit"" height=""4.0cm"" width=""21cm"" src=""\\Dimari-server4\variobill\shared\images\Briefkopf2005_08.PNG""/> </fo:block> So it is not able to resolve the server names. Drive like one with \\,u drive, c drive does no more work with the old stylesheets. But this problem never occured with the old version of fop.",44902,APACHE ,Configuration,"The bug report describes an issue where FOP 0.95 fails to resolve server path names for images in stylesheets, while it works with local drive addresses. This indicates a problem with how FOP is configured to handle network paths, rather than a code defect."
32280,Tomcat 5,Configuration,Problem clustering tomcat when a failed server is restarting,"the GenericPrincipal.getPassword() returns null that is why you get this error, you can open a bugzilla report so that we can track it Filip -----Message d'origine----- It fails when it tries to write the principal information to the stream. Since I don't know what version of tomcat you are using, I can't tell you exactly what went wrong. maybe something in the principal returns null Filip -----Message d'origine----- We have a cluster Tomcat composed of two servers (default configuration of the cluster is used). When the first server is stopped, the cluster continues to work fine (requests are handled by the server that is running). But when the stopped server is restarting we can see these exceptions. The server that handle the requests log this exception Server 02 10 nov. 2004 17:13:54 org.apache.catalina.cluster.tcp.SimpleTcpCluster memberAdded INFO: Replication member added:org.apache.catalina.cluster.mcast.McastMember [tcp://w.x.y.z:41001,w.x. y.z,41001, alive=35] 10 nov. 2004 17:13:54 org.apache.catalina.cluster.session.DeltaManager messageReceived GRAVE: Unable to receive message through TCP channel java.lang.NullPointerException at java.io.ObjectOutputStream$BlockDataOutputStream.getUTFLength (ObjectOutputSt ream.java:1898) at java.io.ObjectOutputStream$BlockDataOutputStream.writeUTF (ObjectOutputStream .java:1769) at java.io.ObjectOutputStream.writeUTF(ObjectOutputStream.java:787) at org.apache.catalina.cluster.session.SerializablePrincipal.writePrincipal(Ser ializablePrincipal.java:180) at org.apache.catalina.cluster.session.DeltaSession.writeObject (DeltaSession.ja va:1457) at org.apache.catalina.cluster.session.DeltaSession.writeObjectData (DeltaSessio n.java:930) at org.apache.catalina.cluster.session.DeltaManager.doUnload(DeltaManager.java: 539) at org.apache.catalina.cluster.session.DeltaManager.messageReceived (DeltaManage r.java:854) at org.apache.catalina.cluster.session.DeltaManager.messageDataReceived (DeltaMa nager.java:762) at org.apache.catalina.cluster.tcp.SimpleTcpCluster.messageDataReceived (SimpleT cpCluster.java:576) at org.apache.catalina.cluster.io.ObjectReader.execute(ObjectReader.java:70) at org.apache.catalina.cluster.tcp.TcpReplicationThread.drainChannel (TcpReplica tionThread.java:129) at org.apache.catalina.cluster.tcp.TcpReplicationThread.run (TcpReplicationThrea d.java:67) In the same time the server restarting logs this information. server 01 Creating ClusterManager for context /myapp using class org.apache.catalina.cluster.session.DeltaManager 10 nov. 2004 17:13:54 org.apache.catalina.cluster.session.DeltaManager start INFO: Starting clustering manager...:/myapp 10 nov. 2004 17:13:54 org.apache.catalina.cluster.session.DeltaManager start ATTENTION: Manager[/myapp], requesting session state from org.apache.catalina.cluster.mcast.McastMember[tcp://w.x.y.z:42001,w.x.y.z,42 001, alive=111640]. This operation will timeout if no session state has been received within 60 seconds After a delay, server 01 logs this information. 10 nov. 2004 17:14:54 org.apache.catalina.cluster.session.DeltaManager start GRAVE: Manager[/myapp], No session state received, timing out. 10 nov. 2004 17:14:54 org.apache.catalina.core.StandardHostDeployer install INFO: Installation d'une application pour le chemin de contexte depuis l'URL file:/opt/tomcat-tst01/webapps/ROOT ... INFO: Server startup in 62980 ms server 01 handle the application requests, new session is created.",32280,APACHE ,Configuration,"The bug report describes a clustering problem in Tomcat, where session replication fails when a server restarts. The issue involves the default cluster configuration and the exchange of session state between servers, indicating a configuration-related problem rather than a code defect."
39463,APR,Configuration,"Sendfile broken in 2,2,2 on Solaris 10 when using Server parsed html includes","I have a shtml page, parsed using SSI (test.shtml) as follows <Head> <Title> Test</Title></Head> <Body> <!--#include virtual=""/include_test.html"" --> </Body> If the size of inlude_test.html is above 255 characters the browser is served a corrupt page (A couple of numbers dependant on size of include file) and the follow error appears in the error logs (14)Bad address: core_output_filter: writing data to the network include_test.html is <!-- this is a comment designed to pad out to 255 this is a comment designed to pad out to 255 this is a comment designed to pad out to 255 this is a comment designed to pad out to 255 this is a comment designed to pad out to 255 this is a comment designed to pad out to 255--> OS: Solaris 10 env: HOME=/ HZ= LC_COLLATE=en_GB.ISO8859-15 LC_CTYPE=en_GB.ISO8859-1 LC_MESSAGES=C LC_MONETARY=en_GB.ISO8859-15 LC_NUMERIC=en_GB.ISO8859-15 LOGNAME=root MAIL=/var/mail/root PATH=/usr/ccs/bin/:/usr/bin:/bin:/usr/sbin:/opt/local/bin:/usr/sfw/bin:/usr/local/bin SHELL=/sbin/sh TERM=xterm TZ=GB HOSTTYPE=sun4 VENDOR=sun OSTYPE=solaris MACHTYPE=sparc SHLVL=1 PWD=/source/httpd-2.2.2 LDFLAGS=-R/usr/local/ssl/lib:/usr/local/lib:/usr/sfw/lib -L/usr/local/lib -L/usr/local/ssl/lib -L/usr/sfw/lib CPPFLAGS=-I/usr/local/include -I/usr/local/ssl/include -I/usr/sfw/include LD=/usr/ccs/bin/ld -R/usr/local/ssl/lib:/usr/local/lib:/usr/sfw/lib compiled with the solaris 10 shipped gcc in /usr/sfw/bin compile steps ./configure make depend make make install",39463,APACHE ,Configuration,"The bug report mentions the environment (env variables, OS, compile steps), and the issue seems related to how Apache is configured to handle SSI includes on Solaris 10, specifically when the included file size exceeds a certain limit. This suggests a configuration problem rather than a code defect."
42521,Apache httpd-2,Configuration,"Unable to connect via DAV (server is 10,4,9; client is 10,4,9)","When trying to connect using Digest as the auth type I am unable to connect. However, if I use Basic it works fine. Ive tried 2.0.x, 2.2.2 & 2.2.4 and they all do the same thing. Here is what I get in the error_log... access to /dav/ failed, reason: verification of user id '<null>' not configured Thanks",42521,APACHE ,Configuration,"The error log indicates that user ID verification is not configured for DAV access, suggesting a misconfiguration in the Apache server settings related to authentication."
42839,Tomcat Connectors,Configuration,iPlanet / SunONE web server tomcat connector connection re-use disabled,"The native tomcat connector for iPlanet / SunONE Web Server does not re-use connections to back end tomcat servers. Version: tomcat-connectors-1.2.23-src Component: netscape connector Web Server: Sun ONE Web Server 6.1SP4 B01/20/2005 17:43 Below are a couple of log messages that were recorded when using the connector with debug logging: Available Source CODE: ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ [Mon Jul 09 10:16:18 2007] [27363:0169] [debug] jk_ajp_common.c (1499): AJP13 protocol: Reuse is disabled ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ After below UPDATE: ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ [Mon Jul 09 10:17:29 2007] [27409:0169] [debug] jk_ajp_common.c (1506): AJP13 protocol: Reuse is OK ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ This appears to be a result of NOT having the follwowing line in the setup section of the init_ws_service function of the jk_nsapi_plugin.c file: s->disable_reuse = JK_FALSE; Below is the result of a ""diff -c"" of the oringinal and new files I used to ""un disable"" connection pooling which from initial testing appears to work and provide greater performacne and stability under heavy load: *** jk_nsapi_plugin.c Sun Jan 28 21:10:33 2007 --- jk_nsapi_plugin.c.new Mon Jul 9 10:01:19 2007 *************** *** 372,377 **** --- 372,378 ---- s->write = ws_write; s->flush = NULL; + s->disable_reuse = JK_FALSE; /* Clear RECO status */ s->reco_status = RECO_NONE;",42839,APACHE ,Configuration,"The bug report describes an issue where connection re-use is disabled in the Tomcat connector for iPlanet/SunONE Web Server due to a missing configuration setting (s->disable_reuse = JK_FALSE;). The fix involves modifying the jk_nsapi_plugin.c file to enable connection pooling, indicating a configuration-related problem rather than a code defect."
34479,Apache httpd-2,Configuration,(OS 10048) error during installation,"Upon installation I had recieved the following message: (OS 10048)Only one usage of each socket address (protocol/network address/port) is normally permitted. : make_sock: could not bind to address 0.0.0.0:80 no listening sockets available, shutting down Unable to open logs I managed to overcome it by quitting Skype before installation. (had to uninstall and reinstall again).",34479,APACHE ,Configuration,The bug report describes an installation error due to a port conflict (port 80 being used by Skype). This is a configuration issue because it relates to how the system is set up and the interaction between different applications using the same port.
37021,Lenya,Configuration,[PATCH] cforms libraries are not loaded,"The native cform libraries are not included in page because they do not match the namespace. The patch adds two files for temporary stripping and re-adding the xhtml namespace. Further, the cforms libraries are made accessible with the /cforms/** url (analog to the editors).",37021,APACHE ,Configuration,"The bug report describes an issue where cform libraries are not loaded due to namespace mismatch, indicating a configuration problem related to how the libraries are accessed and included in the system. The mention of 'patch adds two files for temporary stripping and re-adding the xhtml namespace' and 'cforms libraries are made accessible with the /cforms/** url' suggests a configuration issue rather than a code defect."
36382,Lenya,Configuration,"[PATCH] Endorsed libraries are not considered properly,","The handling of endorsed libraries is not properly done. The patch attached to this bug creates a endorsed library directory in the webapp lib dir and takes care that the relevant libraries are copied in and out (e.g. servlet container) of this directory. For the patch to work create an empty directory 'lib/endorsed' in the lenya base dir. Finally, endorsed libraries are removed from the common lib (duplicates) dir.",36382,APACHE ,Configuration,"The bug report describes an issue related to the handling of endorsed libraries, which involves creating a specific directory structure ('lib/endorsed') and managing the placement of libraries within it. This directly relates to system setup and configuration, indicating a configuration-related problem rather than a code defect."
598,Ant,Configuration,Execute does not properly change drive for Windows,"Execute (and hence the java task and perhaps others) does not properly change the active drive when the execute directory's drive is different than the current directory's drive. As an example, if your current directory is c:\build and your run directory is d:\run, previously only a ""cd d:\run"" was performed and the active drive was not changed (because of the Windows directory per drive ""feature""). Therefore the execute actually still runs in c:\build. The patches cause the needed active drive change as well. A patch has been submitted to ant-dev.",598,APACHE ,Configuration,"The bug report describes an issue where the 'execute' task in Ant does not properly change the active drive on Windows, leading to incorrect execution paths. This is a configuration-related issue because it involves how the system is set up to execute tasks in different directories and drives."
11091,Tomcat 4,Configuration,"Tomcat (4,1,7 - 4,1,9)-LE-jdk14 ignores error page specified in web,xml","I have created a simple test case to illustrate this bug. The test case is a simple web application, with 2 jsp pages (Error.jsp and test.jsp) and a web.xml deployment descriptor. Error.jsp is a simple one line jsp page (""This is the error page"") test.jsp does nothing but throw a javax.servlet.jsp.JspException. web.xml has a /Error.jsp set as the designated error page for both 500 response codes and exceptions of type javax.servlet.jsp.JspException. Under tomcat 4.0.3, the expected result occurs; when test.jsp is accessed the contents of the custom error page are returned instead. However, under tomcat 4.1.7, with the exact same web-app a different result occurs. When test.jsp is accessed, a generic apache error page is displayed instead of the custom error page that appears in v4.0.3",11091,APACHE ,Configuration,"The bug report describes an issue where Tomcat ignores the error page specified in the web.xml file. This indicates a problem with how Tomcat is configured to handle error pages, rather than a code defect."
30764,Security - Now in JIRA,Configuration,"JDK 1,4,2_05 has new org,apache,xpath,compiler api,,, now private m_functions field","Using xml sec is raising this kind of exception with a JVM 1.4.2_05 (not with _03). ""org.apache.xpath.compiler.FunctionTable.m_functions from class org.apache.xml.security.Init java.lang.IllegalAccessError: tried to access field org.apache.xpath.compiler.FunctionTable.m_functions from class org.apache.xml.security.Init"" This is due to the bundle org.apache.xpath.compiler m_functions now private, and with a static accessor. The code that uses reflection in Init.java is the cuplrit. I guess you may already be working checking that stuff (http://article.gmane.org/gmane.text.xml.security.devel/3197) but I did not see any bugzilla on the topic. Cheers Philippe",30764,APACHE ,Configuration,"The bug report indicates an issue related to the Java Development Kit (JDK) version (1.4.2_05) and its interaction with the xml-security library. The error arises due to changes in the accessibility of a field (m_functions) within the org.apache.xpath.compiler package in the newer JDK version, which affects the xml-security library's initialization process. This suggests a configuration problem related to the environment (JDK version) rather than a code defect in the xml-security library itself."
34520,Apache httpd-2,Configuration,"cope with OpenSSL 0,9,7g API changes","Configure: ========== CONFIGURE_OPTIONS=--prefix=$(DIR_PROD) --enable-ssl --with-ssl=$(OPENSSL_DIRECTORY) \ --enable-mods-shared=most --with-mpm=worker --without-berkeley-db \ --with-expat=$(DIR_SRC)/$(CURRENT_DISTRO)/srclib/apr-util/xml/expat \ Environment: ============ oslevel -r 5200-02 or oslevel -r 4330-11 Both environments using Visual Age C/C++ at V6 with February 2005 PTFs applied (ie. fairly up-to-date ...). lslpp -L vac\* Fileset Level State Type Description (Uninstaller) ---------------------------------------------------------------------------- vac.C 6.0.0.11 A F C for AIX Compiler vac.C.readme.ibm 6.0.0.1 A F C for AIX iFOR/LS Information vac.Dt.common 6.0.0.0 C F C for AIX Desktop Integration Common Files vac.Dt.help 6.0.0.0 C F C for AIX Help Desktop Integration vac.html.DBCS.search 6.0.0.0 C F C for AIX Compiler Documentation Search Double Byte Common Files vac.html.EN_US 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--U.S. English UTF vac.html.JA_JP 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Japanese UTF vac.html.Ja_JP.C 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Japanese vac.html.Ja_JP.search 6.0.0.0 C F C for AIX Compiler Documentation Search--Japanese vac.html.SBCS.search 6.0.0.0 C F C for AIX Compiler Documentation Search Single Byte Common Files vac.html.ZH_CN 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Simplified Chinese UTF vac.html.common.search 6.0.0.0 C F C for AIX Compiler Documentation Search Common Files vac.html.en_US.C 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--U.S. English vac.html.en_US.search 6.0.0.0 C F C for AIX Compiler Documentation Search--U.S. English vac.html.ja_JP 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Japanese IBM-eucJP vac.html.zh_CN.C 6.0.0.0 C F C for AIX Compiler Documentation (HTML)--Simplified Chinese vac.html.zh_CN.search 6.0.0.0 C F C for AIX Compiler Documentation Search--Simplified Chinese vac.lic 6.0.0.0 C F C for AIX Licence Files vac.msg.en_US.C 6.0.0.2 A F C for AIX Compiler Messages - en_US vac.ndi 6.0.0.7 A F C for AIX Non-Default Installation Script vac.pdf.en_US.C 6.0.0.0 C F C for AIX Documentation (PDF)--U.S. English vacpp.Dt.common 6.0.0.0 C F VisualAge C++ Desktop Integration Common Files vacpp.Dt.help 6.0.0.0 C F VisualAge C++ Help Desktop Integration vacpp.cmp.aix50.lib 6.0.0.10 A F VisualAge C++ Libraries for AIX 5.0 vacpp.cmp.aix50.tools 6.0.0.1 A F VisualAge C++ Tools for AIX 5.0 vacpp.cmp.core 6.0.0.12 A F VisualAge C++ Compiler vacpp.cmp.include 6.0.0.10 A F VisualAge C++ Compiler Include Files vacpp.cmp.lib 6.0.0.0 C F VisualAge C++ Libraries vacpp.cmp.rte 6.0.0.0 C F VisualAge C++ Compiler Application Runtime vacpp.cmp.tools 6.0.0.10 A F VisualAge C++ Tools vacpp.html.DBCS 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Double Byte Common Files vacpp.html.EN_US 6.0.0.0 C F VisualAge C++ Documentation (HTML)--U.S. English UTF vacpp.html.JA_JP 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Japanese UTF vacpp.html.Ja_JP 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Japanese vacpp.html.SBCS 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Single Byte Common Files vacpp.html.ZH_CN 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Simplified Chinese UTF vacpp.html.common 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Common Files vacpp.html.en_US 6.0.0.0 C F VisualAge C++ Documentation (HTML)--U.S. English vacpp.html.help 6.0.0.0 C F VisualAge C++ HTML Help Engine vacpp.html.ja_JP 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Japanese IBM-eucJP vacpp.html.zh_CN 6.0.0.0 C F VisualAge C++ Documentation (HTML)--Simplified Chinese vacpp.lic 6.0.0.0 C F VisualAge C++ Licence Files vacpp.memdbg.aix50.lib 6.0.0.7 A F VA C++ User Heap/Memory Debug AIX 5.0 Libraries vacpp.memdbg.aix50.rte 6.0.0.10 A F VA C++ User Heap/Memory Debug AIX 5.0 Runtime vacpp.memdbg.lib 6.0.0.0 C F VisualAge C++ User Heap and Memory Debug Static Libraries vacpp.memdbg.rte 6.0.0.0 C F VisualAge C++ User Heap and Memory Debug Runtime vacpp.msg.en_US.cmp.core 6.0.0.7 A F VisualAge Compiler C++ Messages--U.S. English vacpp.msg.en_US.cmp.tools 6.0.0.0 C F VisualAge C++ Tools Messages--U.S. English vacpp.msg.en_US.html.help 6.0.0.0 C F VisualAge C++ Help Engine Messages--U.S. English vacpp.ndi 6.0.0.7 A F VisualAge C++ Non-Default Installation Script vacpp.pdf.Ja_JP 6.0.0.0 C F VisualAge C++ Documentation (PDF)--Japanese vacpp.pdf.common 6.0.0.0 C F VisualAge C++ Documentation (PDF)--Common Files vacpp.pdf.en_US 6.0.0.0 C F VisualAge C++ Documentation (PDF)--U.S. English vacpp.pdf.zh_CN 6.0.0.0 C F VisualAge C++ Documentation (PDF)--Simplified Chinese vacpp.samples.ansicl 6.0.0.6 A F ANSI CLass Library Samples Cause: ====== Signature: /vobs/openssl/prod/include/openssl/ssl2.h: SSL_SESSION *d2i_SSL_SESSION(SSL_SESSION **a,const unsigned char * const *pp, long length); Code: pSession = d2i_SSL_SESSION(NULL, &ptr, SSL_SESSION_MAX_DER); Pre-processed: unsigned char *ptr; ... pSession = d2i_SSL_SESSION(0, &ptr, 1024*10); CC=xlc_r Bug: ==== gmake[4]: Entering directory `/vobs/apache/src/httpd-2.0.54/modules/ssl' /vobs/apache/src/httpd-2.0.54/srclib/apr/libtool --silent --mode=compile xlc_r -g -qHALT=E -U__STR__ -D_THREAD_SAFE -D_USE_IRS -I/vobs/apache/src/httpd-2.0.54/srclib/apr/include -I/vobs/apache/src/httpd-2.0.54/srclib/apr-util/include -I/vobs/apache/src/httpd-2.0.54/srclib/apr-util/xml/expat/lib -I. -I/vobs/apache/src/httpd-2.0.54/os/unix -I/vobs/apache/src/httpd-2.0.54/server/mpm/worker -I/vobs/apache/src/httpd-2.0.54/modules/http -I/vobs/apache/src/httpd-2.0.54/modules/filters -I/vobs/apache/src/httpd-2.0.54/modules/proxy -I/vobs/apache/src/httpd-2.0.54/include -I/vobs/apache/src/httpd-2.0.54/modules/generators -I/vobs/openssl/prod/include/openssl -I/vobs/openssl/prod/include -I/vobs/apache/src/httpd-2.0.54/modules/dav/main -prefer-pic -c ssl_scache_shmcb.c && touch ssl_scache_shmcb.slo ""ssl_scache_shmcb.c"", line 1248.46: 1506-280 (E) Function argument assignment between types ""const unsigned char* const*"" and ""unsigned char**"" is not allowed. ""ssl_scache_shmcb.c"", line 1327.46: 1506-280 (E) Function argument assignment between types ""const unsigned char* const*"" and ""unsigned char**"" is not allowed. gmake[4]: *** [ssl_scache_shmcb.slo] Error 1 gmake[4]: Leaving directory `/vobs/apache/src/httpd-2.0.54/modules/ssl' gmake[3]: *** [shared-build-recursive] Error 1 gmake[3]: Leaving directory `/vobs/apache/src/httpd-2.0.54/modules/ssl' gmake[2]: *** [shared-build-recursive] Error 1 gmake[2]: Leaving directory `/vobs/apache/src/httpd-2.0.54/modules' gmake[1]: *** [shared-build-recursive] Error 1 gmake[1]: Leaving directory `/vobs/apache/src/httpd-2.0.54' gmake: *** [all-recursive] Error 1",34520,APACHE ,Configuration,"The bug report includes configuration options used during the build process (CONFIGURE_OPTIONS), environment details (OS level, compiler versions), and mentions the use of OpenSSL libraries. The error arises during compilation due to API changes in OpenSSL, which suggests a configuration issue related to the OpenSSL version being used in conjunction with the Apache build configuration."
