Bug-ID;Project;Classification;Summary;Description;Link;Enviroment;Tags;Dataset
UVL_572;UVLHub;Other;Bug Detected: Initialization or Accessibility Error;Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto;https://github.com/Encocretados/uvlhub/issues/68;;bug, help wanted, high;UVLHub
UVL_573;UVLHub;Other;BUG: Delete de logs from the repository;Sin descripción;https://github.com/Encocretados/uvlhub/issues/66;;bug, help wanted, high;UVLHub
UVL_574;UVLHub;Other;BUG: Modification of the document requirement.txt;Descripción: El archivo requirement.txt, debido a un fallo de un compañero anónimo tras intentar hacer merge en una rama con la main, no se habían eliminado lineas y texto innecesario (texto como >>>>>>> HEAD). Debido a este fallo al resto de compañeros, cuando intentamos hacer cualquier pull request ras haber hecho merge con la main, daban fallos en el codacy. Pasos para reproducir: Modificar el archivo requirement.txt Resultado Esperado: De nuevo, al intentar hacer en una rama merge con la main ya no debería de dar ese error colectivo Roles: Reportado por: @josmirmar2 Responsable: @ramvergar Revisor: @ramvergar Información adicional (si aplica): Ha sido reportado con ayuda de nuestra tutora en el trabajo;https://github.com/Encocretados/uvlhub/issues/65;;bug, help wanted, high;UVLHub
UVL_575;UVLHub;Other;Fakenodo integration with doi;Descripción: El módulo de fakenodo no se elaboraba correctamente. Seguía utiliando zenodo para elaborar las llamadas de la API, y además el mismo módulo tenía fallos internos, como un fallo interno debido al publication_doi del dataset. Se debe de re-elaborar este módulo de nuevo para solventar estos problemas y se debe re integrar correctamente el fakenodo con el dataset. Pasos para reproducir: Hacer que dataset no dependa de zenodo Integrar correctamente el fakenodo con el módulo de dataset Modificar el servicio, elaborándolo de nuevo y corrigiendo errores internos posibles Corregir el problema específico relacionado con el publication_doi Resultado Esperado: Que funcione correctamente el crear un nuevo dataset, con y sin publication_doi, y se elabore mediante fakenodo, sin depender de nuevo de zenodo. Roles: Reportado por: @josmirmar2 Responsable: @josmirmar2 Revisor: @ramvergar Información adicional (si aplica):;https://github.com/Encocretados/uvlhub/issues/64;;enhancement, high;UVLHub
UVL_576;UVLHub;Other;Selenium test for Staging Area;"Descripción: Se deben desarrollar los casos de prueba para validar la funcionalidad para poder subir datasets a la plataforma UVLHub sin enviarlos directamente a Zenodo, de manera que se guarden en un área de staging dentro de UVLHub para poder editarlos con el tiempo y, cuando esté listo para hacerlos permanentes, poder presionar un botón que diga ""subir a Zenodo"". Roles: @lucianoya  Tester Reportado por: @paulalunanavarro Responsable: @lucianoya Revisor: @paulalunanavarro";https://github.com/Encocretados/uvlhub/issues/59;;high, test;UVLHub
UVL_577;UVLHub;Other;Test Create communities;Descripción: Implementar pruebas unitarias, de carga y de interfaz para la funcionalidad de gestión de comunidades. Estas pruebas deben cubrir la creación de comunidades, visualización de comunidades existentes, exploración de datasets públicos, unirse o abandonar comunidades, y la gestión de visibilidad de datasets (público/privado). Asegurarse de que las funcionalidades cumplan con los requisitos definidos en la issue principal y documentar los casos y resultados obtenidos. Roles: @alenicbra tester Reportado por: @alenicbra Responsable: @alenicbra Revisor: @josmirmar2;https://github.com/Encocretados/uvlhub/issues/58;;high, test;UVLHub
UVL_578;UVLHub;Other;Test Sign-up-validation;Descripción: Se deben crear casos de prueba para validar el proceso de registro, asegurando la correcta verificación de datos, manejo de errores y cumplimiento de políticas de seguridad y privacidad. Roles: @RaulToro  Tester Reportado por: @RaulToro Responsable: @RaulToro Revisor: @VictoriaCRD;https://github.com/Encocretados/uvlhub/issues/54;;low, test;UVLHub
UVL_579;UVLHub;Other;Test view-user-profile;Descripción: Se deben crear casos de prueba para validar la visualización, edición y actualización de perfiles de usuario, asegurando la carga correcta de datos, interacción con componentes dinámicos y seguridad en el manejo de información sensible. Roles: @VictoriaCRD  Tester Reportado por: @VictoriaCRD Responsable: @VictoriaCRD Revisor: @RaulToro;https://github.com/Encocretados/uvlhub/issues/53;;low, test;UVLHub
UVL_580;UVLHub;Other;Test Fakenodo;"Descripción: Se deben desarrollar los casos de prueba para validar la funcionalidad del módulo ""Fakenodo"", comprobando lcada una de las funcionalidades del servicio elaborado junto con unos tests de carga para comprobar cada ruta creada. En los tests unitarios se comprobará tanto los casos positivos como los negativos posibles. Roles: @josmirmar2  Tester Reportado por: @josmirmar2 Responsable: @josmirmar2 Revisor: @celiaaguileraa";https://github.com/Encocretados/uvlhub/issues/52;;medium, test;UVLHub
UVL_581;UVLHub;Other;Fakenodo BUG;Descripción: Se desea cambiar el modulo de fakenodo elaborado. Se debe cambiar el modulo de fakenodo para que devuelva una respuesta JSON creada por el desarrollador, sin tener que preguntar a la API. Es decir, hacer un módulo similar al zenodo pero sin tener que preguntar a la API para conseguir la respuesta JSON. Pasos para reproducir: 1. Deshacer las modificaciones realizadas en el zenodo 2. Modificar el servicio del fakenodo, donde se encuentra principalmente el problema (está vacío) 3. Modificar el archivo donde se incluyen las rutas 4. Modificar el modelo del fakenodo 5. Modificar el módulo de dataset para que simule el crear un nuevo datset dependiendo de fakenodo Resultado Esperado: Al intentar crear un dataset nuevo, sin el publication_doi, se pueda actualizar correctamente, pero sin depender del zenodo Roles: Reportado por: @josmirmar2 Responsable: @josmirmar2 Revisor: @ramvergar Información adicional (si aplica): En un inicio, el servicio se creó y se mantuvo vacío, elaborando otro conjunto de rutas en el archivo correspondiente a este que estaban hechos de forma erronea. Es por ello que estos dos cambios, junto con los tests elaborados son dos de los cambios más relevantes.;https://github.com/Encocretados/uvlhub/issues/50;;bug, help wanted, high;UVLHub
UVL_582;UVLHub;Other;Test Advance-filtering;"Descripción: Se deben desarrollar los casos de prueba para validar la funcionalidad de la pestaña ""Explore"", verificando los filtros avanzados, que permiten hacer una busqueda mas avanzada entre todos los datasets. Roles: @ramvergar Tester Reportado por: @ramvergar Responsable: @ramvergar Revisor: @celiaaguileraa";https://github.com/Encocretados/uvlhub/issues/48;;medium, test;UVLHub
UVL_583;UVLHub;Other;Test  Rate datasets / models;Descripción: Se deben desarrollar los casos de prueba para validar la valoración de un nuevo dataset o modelo, comprobando que se puede valorar un datasets solo si estas iniciado y solamente del 1 al 5 y viendo luego que tu valoración hace media con las anteriores, asegurando que todo funcione según lo especificado. Roles: @alvvc02 Tester Reportado por: @alvvc02 Responsable: @alvvc02 Revisor: @meryknows;https://github.com/Encocretados/uvlhub/issues/47;;medium, test;UVLHub
UVL_584;UVLHub;Other;Test Dashboard;"Descripción: Se deben desarrollar los casos de prueba para validar la funcionalidad de la pestaña ""Dashboard"", verificando los filtros por estado para datasets y modelos, la búsqueda por título o descripción, y asegurando que todo funcione correctamente según los requisitos. Roles: @meryknows Tester Reportado por: @alvvc02 Responsable: @meryknows Revisor: @alvvc02";https://github.com/Encocretados/uvlhub/issues/46;;medium, test;UVLHub
UVL_585;UVLHub;Other;Test Download-all-datasets;Descripción: se realizarán pruebas para comprobar la funcionalidad. Se validará el diseño e implementación del botón de descarga de datasets, verificarán que el botón se muestre correctamente en la pantalla inicial, que sea funcional y permita la descarga de todos los datasets al ser presionado. Además, se comprobará que la funcionalidad interna esté correctamente implementada, asegurando que todos los datasets se compriman en un archivo ZIP sin errores. Roles: @josmirmar2 @celiaaguileraa Reportado por: @celiaaguileraa Responsable: @josmirmar2 Revisor: @alenicbra;https://github.com/Encocretados/uvlhub/issues/43;;medium, test;UVLHub
UVL_586;UVLHub;Other;Test improveUI;Descripción: Se realizarán las pruebas para validarla funcionalidad, de manera que las modificaciones de la interfaz de usuario en la visualización de datasets comprueben que los datos se rendericen correctamente, que los botones sean funcionales y sigan los nuevos estándares de diseño, además que elementos como tipografía, espaciado y alineación sean visualmente coherentes y responsivos. Roles: @celiaaguileraa @josmirmar2 Reportado por: @celiaaguileraa Responsable: @celiaaguileraa Revisor: @ramvergar;https://github.com/Encocretados/uvlhub/issues/42;;medium, test;UVLHub
UVL_587;UVLHub;Other;Issue with registering developer in the database;Descripción: Al registrar un usuario como desarrollador, el campo is_developer en la base de datos permanece con el valor 0 en lugar de actualizarse a 1. Esto genera inconsistencias, ya que el usuario no se reconoce como desarrollador aunque se haya registrado con los datos adicionales. Resultado Esperado: El campo is_developer en la base de datos debería actualizarse a 1 al registrar un usuario como desarrollador. Roles: @paulalunanavarro  developer Reportado por: @lucianoya Responsable: @paulalunanavarro Revisor: @lucianoya;https://github.com/Encocretados/uvlhub/issues/41;;bug, high;UVLHub
UVL_588;UVLHub;Other;Test register-developer;Descripción: Se deben desarrollar los casos de prueba para validar la funcionalidad de registrarse y autenticarse como developer al acceder a la aplicación. Los tests deben garantizar que el comportamiento cumple con los requisitos establecidos y que se implementaron correctamente las mejores prácticas de seguridad y autenticación. Roles: @lucianoya  Tester Reportado por: @lucianoya Responsable: @lucianoya Revisor: @paulalunanavarro;https://github.com/Encocretados/uvlhub/issues/39;;low, test;UVLHub
UVL_589;UVLHub;Other;Test Staging-area;"Descripción:  Se deben desarrollar los casos de prueba para validar la funcionalidad para poder subir datasets a la plataforma UVLHub sin enviarlos directamente a Zenodo, de manera que se guarden en un área de staging dentro de UVLHub para poder editarlos con el tiempo y, cuando esté listo para hacerlos permanentes, poder presionar un botón que diga ""subir a Zenodo"". Roles: @paulalunanavarro   Tester Reportado por: @lucianoya Responsable: @paulalunanavarro Revisor: @lucianoya";https://github.com/Encocretados/uvlhub/issues/38;;high, test;UVLHub
UVL_590;UVLHub;Other;Test generate api-tokens;Descripción: Se deben desarrollar los casos de prueba para validar la funcionalidad de generación de access tokens al iniciar sesión. Los tests deben garantizar que el comportamiento cumple con los requisitos establecidos y que se implementaron correctamente las mejores prácticas de seguridad y autenticación. Roles: @alepingar  Tester Reportado por: @AlvaroMartinMunoz Responsable: @alepingar Revisor: @AlvaroMartinMunoz;https://github.com/Encocretados/uvlhub/issues/37;;low, test;UVLHub
UVL_591;UVLHub;Other;Dashboard;**Descripción:** Se añadirá una nueva pestaña en el Menú  llamada “Dashboard” en la que se mostrará un registro de los datasets y los modelos seleccionados, pudiendo filtrar cada uno por su estado, en el caso de los datasets : “Completed”, “In Progress” o “With Errors” haciendo referencia a los datasets completados, en progreso y con errores,  y en el caso de los modelos : “Applied”, “In Progress”, “Stopped” haciendo referencia a los modelos aplicados, en progreso o esperando a ser aplicados  y poder buscarlos por título, descripción, etc. **Roles:** @alvvc02  developer **Reportado por:** @alvvc02 **Responsable:** @alvvc02 **Revisor:** @meryknows;https://github.com/Encocretados/uvlhub/issues/36;;enhancement, medium;UVLHub
UVL_592;UVLHub;Other;Create-communities(features);Funcionalidades del WI Create-communities;https://github.com/Encocretados/uvlhub/issues/35;;high;UVLHub
UVL_593;UVLHub;Other;Cookies api token issue;Descripción: Quiero coger la response con las cookies que contiene al token para ver si es valido o invalido y me da error ya que no me deja obtenerlas de ninguna forma. Resultado Esperado: Recuperar las cookies del usuario del que quiero comprobar el token Roles: @AlvaroMartinMunoz developer Reportado por: @alepingar Responsable: @AlvaroMartinMunoz Revisor: @alepingar;https://github.com/Encocretados/uvlhub/issues/34;;bug, high;UVLHub
UVL_594;UVLHub;Other;Fixing register-developer PR to main;Description: Fixing merging register-developer branch to main branch. Steps to follow: Responsible: @paulalunanavarro @lucianoya Revisor: @alepingar;https://github.com/Encocretados/uvlhub/issues/32;;bug, high;UVLHub
UVL_595;UVLHub;Other;Plantilla Issues BUGS;Descripción: Describe el problema o la funcionalidad que se está solicitando. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: Roles: Reportado por: @usuario Responsable: @usuario Revisor: @usuario Información adicional (si aplica):;https://github.com/Encocretados/uvlhub/issues/29;;bug;UVLHub
UVL_596;UVLHub;Other;Plantilla Issues NO BUGS;Descripción: Describe el problema o la funcionalidad que se está solicitando. Reportado por: @usuario Responsable: @usuario Revisor: @usuario Información adicional (si aplica): .;https://github.com/Encocretados/uvlhub/issues/28;;Sin etiquetas;UVLHub
UVL_597;UVLHub;Other;Staging-area;Descripción: Se debe implementar la funcionalidad para permitir a los usuarios de UVLHub cargar y gestionar datasets de manera temporal en un área de staging dentro de la plataforma. En lugar de enviar los datasets directamente a Zenodo, los usuarios tendrán un espacio intermedio para realizar ediciones o revisiones antes de la publicación final, ofreciendo así mayor control sobre sus datasets. Roles: @lucianoya developer Reportado por: @lucianoya Responsable: @lucianoya Revisor: @paulalunanavarro;https://github.com/Encocretados/uvlhub/issues/20;;enhancement, high;UVLHub
UVL_598;UVLHub;Other;Advance-filtering;Descripción: Se ha añadido la funcionalidad de filtros avanzados para mejorar la búsqueda y organización de datos en la plataforma relacionado con los datasets almacenados en el sistema. Los usuarios pueden aplicar múltiples criterios de filtrado simultáneamente, como rango de fechas, atributos específicos de datasets o palabras clave, permitiendo obtener resultados más precisos y relevantes de la forma más veloz posible, actualizándose de forma instantánea. Reportado por: @ramvergar Responsable: @ramvergar Revisor: @celiaaguileraa Información adicional: Prioridad: Alta @ramvergar  se encargará de todo el funcionamiento interno relacionado con el filtro avanzado descrito anteriormente, permitiendo tener una búsqueda mucho más eficiente de los datasets. Por otro lado, deberá elaborar tanto pruebas exhaustivas como la visualización necesaria para que los usuarios puedan utilizar esta nueva funcionalidad.;https://github.com/Encocretados/uvlhub/issues/19;;enhancement, high;UVLHub
UVL_599;UVLHub;Other;Create-communities;Descripción:  Se ha añadido la funcionalidad para gestionar comunidades dentro de la plataforma. Los usuarios deberían poder crear comunidades, visualizar una lista de comunidades existentes y explorar sus datasets públicos, y Unirse o abandonar comunidades. Además, se ha de incorporar una nueva metodología por la cual se permitan ver los datasets públicos para los miembros de una comunidad. Por otro lado, los usuarios debería poder cambiar la visibilidad de un dataset entre público y privado. Reportado por: @alenicbra Responsable: @alenicbra Revisor: @josmirmar2 Información adicional: Prioridad: Alta @alenicbra se encargará de todo el funcionamiento interno relacionado con las comunidades descrito anteriormente. Por otro lado, deberá elaborar tanto pruebas exhaustivas como la visualización necesaria para que los usuarios puedan utilizar esta nueva funcionalidad.;https://github.com/Encocretados/uvlhub/issues/18;;enhancement, high;UVLHub
UVL_600;UVLHub;Other;Generate-api-tokens;Descripción: Se debe implementar la funcionalidad para generar un access token al iniciar sesión. El access token será utilizado para autenticar y autorizar las solicitudes realizadas por el usuario dentro del sistema. Este token debe ser generado siguiendo las mejores prácticas de seguridad, como incluir un tiempo de expiración, y estar encriptado. Roles: @AlvaroMartinMunoz developer Reportado por: @AlvaroMartinMunoz Responsable: @AlvaroMartinMunoz Revisor: @alepingar;https://github.com/Encocretados/uvlhub/issues/17;;enhancement, low;UVLHub
UVL_601;UVLHub;Other;Rate datasets / models;**Descripción:** Como usuario, quiero poder valorar los conjuntos de datos y/o los modelos de características del repositorio. **Roles:** @meryknows developer **Reportado por:** @alvvc02 **Responsable:** @meryknows **Revisor:** @alvvc02;https://github.com/Encocretados/uvlhub/issues/16;;enhancement, medium;UVLHub
UVL_602;UVLHub;Other;Download-all-datasets;Descripción: Se elaborará el diseño en un inicio de un botón en la pantalla inicial para poder realizar la descarga de todos los datasets. Esto incluye realizar cambios en el funcionamiento interno de la aplicación para poder habilitar este funcionamiento, comprimiendo todos los datasets del sistema en un zip para su posterior descarga. Reportado por: @josmirmar2 Responsable: @josmirmar2 y @celiaaguileraa Revisor: @celiaaguileraa Información adicional: Prioridad: Medio @josmirmar2 elaborará tanto el diseño e implementación del botón como los cambios necesarios para implementar el funcionamiento interno correspondiente y elaborará los tests y pruebas que se vean necesarios para este WI, y @celiaaguileraa  mostrará ayuda para el correcto funcionamiento de los tests y del funcionamiento interno.;https://github.com/Encocretados/uvlhub/issues/15;;enhancement, medium;UVLHub
UVL_603;UVLHub;Other;Register-developer;Sin descripción;https://github.com/Encocretados/uvlhub/issues/14;;enhancement, low;UVLHub
UVL_604;UVLHub;Other;Fakenodo;Descripción: Se deberá de realizar un módulo idéntico al zenodo, llamado fakenodo. Sin embargo, este nuevo módulo, a diferencia del zenodo, no deberá de realizar llamadas a la api conectada, sino deberá enviar a la aplicación una respuesta json creada por el mismo desarrollador e implementada en el mismo fakenodo. De esta forma no se elaborarán demasiadas llamadas a la api. Reportado por: @josmirmar2 Responsable: @josmirmar2 Revisor: @celiaaguileraa Información adicional: Prioridad: Medio @josmirmar2 deberá de encargarse de elaborar todos los cambios necesarios en el backend para que se use en vez del zenodo se utilice el fakenodo, el cual también se deberá de encargar este mismo desarrollador de crear dicho módulo.;https://github.com/Encocretados/uvlhub/issues/13;;enhancement, high;UVLHub
UVL_605;UVLHub;Other;ImproveUI;Descripción: Realizar modificaciones en la interfaz de usuario para mejorar la experiencia y usabilidad de la plataforma, en referencia a la interfaz relacionada con la visualización de los datasets. Esto incluye cambiar dicha interfaz para su mejora visual, optimizar el diseño de botones, espaciado, tipografía y otros elementos visuales los cuales se vean necesarios elaborar por el equipo de desarrollo, asegurando una navegación más intuitiva y agradable para los usuarios. Reportado por: @celiaaguileraa Responsable: @celiaaguileraa  @josmirmar2 Revisor: @josmirmar2 Información adicional: Prioridad: Medio @celiaaguileraa elaborará los cambios necesarios para mejorar la interfaz y elaborará los tests y pruebas que se vean necesarios, y @josmirmar2 mostrará ayuda para el correcto funcionamiento de los tests y del funcionamiento interno relacionado con la visualización de dicha interfaz.;https://github.com/Encocretados/uvlhub/issues/12;;enhancement, medium;UVLHub
UVL_606;UVLHub;Other;View-user-profile;Descripción: Implementar la funcionalidad para que los usuarios puedan visualizar su perfil dentro de la plataforma. La vista debe mostrar información básica como nombre, correo electrónico y otros datos relevantes asociados a la cuenta. Reportado por: @VictoriaCRD Responsable: @VictoriaCRD Revisor: @RaulToro Información adicional: Prioridad: Baja @VictoriaCRD  se encargará de desarrollar la funcionalidad de validación y de diseñar y ejecutar los tests relacionados. La validación debe ser extensible para facilitar futuras mejoras.;https://github.com/Encocretados/uvlhub/issues/11;;enhancement, low;UVLHub
UVL_607;UVLHub;Other;Sign-up-validation;Descripción: Implementar un sistema de validación de correo electrónico por el cual, tanto al iniciar sesión como al registrarse, se envíe un código de verificación al correo del usuario al que se desea acceder. Reportado por: @RaulToro Responsable: @RaulToro Revisor: @josmirmar2 Información adicional: Prioridad: Baja @RaulToro se encargará de desarrollar la funcionalidad de validación y de diseñar y ejecutar los tests relacionados. La validación debe ser extensible para facilitar futuras mejoras.;https://github.com/Encocretados/uvlhub/issues/10;;enhancement, low;UVLHub
UVL_608;UVLHub;Other;Register as developer;Descripción: Se debe implementar la funcionalidad para permitir a los usuarios registrarse como desarrollador, tener la posibilidad de seleccionar su equipo de desarrollo (por ejemplo, Universidad de Sevilla, Universidad de Málaga) desde un menú desplegable. Además de poder ingresar información adicional como el correo corporativo y perfil de GitHub. Esto permitirá diferenciar a un desarrollador de un usuario normal, añadiendo campos específicos relacionados con el rol de desarrollador. Roles: @paulalunanavarro  developer Reportado por: @lucianoya Responsable: @paulalunanavarro Revisor: @lucianoya;https://github.com/Encocretados/uvlhub/issues/3;;enhancement, low;UVLHub
UVL_609;UVLHub;Other;AI integration;Descripción:  Se debe implementar la funcionalidad para integrar una inteligencia artificial en el sistema. Esta integración permitirá realizar análisis o tareas específicas según los requisitos definidos. La implementación debe seguir las mejores prácticas de diseño de sistemas, incluyendo la validación de datos, la optimización de recursos y la documentación clara del proceso. Además, debe garantizar la seguridad de los datos procesados y alinearse con las normativas vigentes. Roles: @AlvaroMartinMunoz developer, @alepingar developer Reportado por: @AlvaroMartinMunoz Responsable: @AlvaroMartinMunoz @alepingar Revisor: @lucianoya @paulalunanavarro;https://github.com/Encocretados/uvlhub/issues/2;;enhancement, high;UVLHub
UVL_610;UVLHub;Other;Test IA Integration;Descripción: Se debe implementar la funcionalidad para realizar pruebas (tests) de la integración de la inteligencia artificial en el sistema. Estas pruebas deben validar el correcto funcionamiento de los modelos, asegurar la precisión de los resultados, y verificar la integración con los demás componentes del sistema. Se deben incluir pruebas unitarias, de integración y de rendimiento, asegurando la cobertura de casos límite y posibles errores. Además, la ejecución de los tests debe estar documentada y ser fácilmente reproducible. Roles: @AlvaroMartinMunoz tester, @alepingar tester Reportado por: @AlvaroMartinMunoz Responsable: @AlvaroMartinMunoz @alepingar Revisor: @paulalunanavarro @lucianoya;https://github.com/Encocretados/uvlhub/issues/1;;low, test;UVLHub
UVL_611;UVLHub;Other;Borra Options del header;"Describe el error In the navigation bar, which is always located at the top of the screen, the word Options is written but it does not have any En el header, localizado en la parte superior de la pantalla al lado de Sign up, la palabra ""Options"" está escrita. No es ningún botón ni tiene funcionalidad alguna por lo que debe ser eliminada Para reproducir Navegar a cualquier endpoint de uvlhub. Comportamiento esperado Eliminación de dicha palabra en Frontend. Capturas de pantalla No aplica. Entorno: - Despliegue: cualquiera. - Navegador cualquiera. Contexto adicional No aplica.";https://github.com/espeto-hub/uvlhub/issues/81;;incidencia, baja;UVLHub
UVL_612;UVLHub;Other;Borrar carpeta de documentación desactualizada;**Describe el error** La documentación se encuentra ahora en el apartado wiki de github, por lo que la carpeta para la misma resulta redundante y está desactualizada. **Para reproducir** No aplica. **Comportamiento esperado** Documentación solo presente en la Wiki. **Capturas de pantalla** No aplica. **Entorno:** No aplica. **Contexto adicional** No aplica.;https://github.com/espeto-hub/uvlhub/issues/76;;incidencia, baja;UVLHub
UVL_613;UVLHub;Other;Video de presentación;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/72;;baja;UVLHub
UVL_614;UVLHub;Configuration;Volumenes locales de Docker Compose;**Describe el error** Los archivos Docker Compose montan desde el repositorio local volúmenes para migraciones, scripts, y entrypoints. Esto hace que se deba actualizar el repositorio manualmente haciendo pull cada vez que hay un cambio en una de estas partes del sistema, rompiendo la pipeline de despliegue continuo. **Para reproducir** Pasos para reproducir el comportamiento: 1. Clonar el repositorio 2. Levantar el sistema en producción 3. Hacer un cambio desde el repositorio remoto que implique cambio de migraciones **Comportamiento esperado** Todos los archivos necesarios para la correcta ejecución del sistema sin necesidad del resto del repositorio se encuentran en la imágen, y la pipeline de despliegue continuo no necesita de intervención manual. **Entorno:** - Despliegue: Docker - Navegador: - **Contexto adicional** -;https://github.com/espeto-hub/uvlhub/issues/70;;incidencia, cd, alta;UVLHub
UVL_615;UVLHub;Configuration;No se publica una imágen al crear releases automáticamente;**Describe el error** No se está construyendo la imágen al fusionar una PR y tras crear la release de manera automática. **Para reproducir** Pasos para reproducir el comportamiento: 1. Fusionar una Pull Request 2. Esperar a que se cree una release **Comportamiento esperado** El workflow `image.yml` se ejecuta de manera automática y publica una imágen con los cambios actualizados. **Capturas de pantalla** - **Entorno:** - **Contexto adicional** -;https://github.com/espeto-hub/uvlhub/issues/66;;incidencia, ci, alta;UVLHub
UVL_616;UVLHub;Other;Terminar documentación;"**Describe la solución que te gustaría** Realizar los siguientes cambios a la documentación de la wiki: - Hacer portada según el [modelo de portada](https://github.com/EGCETSII/Entregables/wiki/Modelo-de-portada) - Cambiar nombre de acta fundacional para que no te grite (ESPETO_HUB!!!!!). Yo creo que con poner ""Acta fundacional"" vale - Hacer documento general del proyecto siguiendo [este documento](https://github.com/EGCETSII/Entregables/wiki/Documento-del-proyecto) - Documentar en acta fundacional las PRs mejor: asignación, revisor, nombre, labels, milestone";https://github.com/espeto-hub/uvlhub/issues/65;;docs, alta;UVLHub
UVL_617;UVLHub;Other;Solución de problemas de Fakenodo;**Describe el error** Fakenodo no está actualmente cumpliendo con todas las funciones de Zenodo. **Para reproducir** Pasos para reproducir el comportamiento: **Comportamiento esperado** Fakenodo simula todos los estados por los que pasa el servicio de Zenodo. **Capturas de pantalla** No aplica. **Entorno:** - Despliegue: Docker u otro - Navegador: Firefox  u otro **Contexto adicional** No aplica.;https://github.com/espeto-hub/uvlhub/issues/64;;incidencia, alta;UVLHub
UVL_618;UVLHub;Other;Separación de antiguo fakenodo de rate datasets;**Describe el error** La rama rate datasets relacionada con la Wi4 añade partes de fakenodo obsoletas **Para reproducir** Pasos para reproducir el comportamiento: 1. Ve a 'wi/4-rate-datasets' 2. Haz clic en 'commits' 3. Desplázate hacia abajo hasta los commits relacionados a fakenodo. 4. Ver error **Comportamiento esperado** Se esperaba que la nueva implementación de fakenodo se añadiera a rate datasets para evitar problemas pero ocurrió el caso contrario ya que se hicieron muchos cambios en fakenodo y no se implementaron correctamente en la rama **Capturas de pantalla** ![Screenshot from 2024-12-15 19-55-35](https://github.com/user-attachments/assets/da157a59-695b-4158-b792-28a629b3c553);https://github.com/espeto-hub/uvlhub/issues/60;;incidencia, alta;UVLHub
UVL_619;UVLHub;Other;Pre-hook para conventional commits;Sin descripción;https://github.com/espeto-hub/uvlhub/issues/59;;incidencia, ci, baja;UVLHub
UVL_620;UVLHub;Configuration;Unificar formatting y linting;Describe el error 1. Hay dos workflows: `pre-commit` y `lint`. Debería haber uno solo para evitar redundancias. 2. El pre-commit hook no tiene las mismas opciones ni en `black` ni en `flake8` que en el workflow, y da errores en cosas como tabuladores (opción --safe en algunas partes y en otras no) y longitud de lineas (`black` no tiene límite configurado y `flake8` en el workflow `lint` sí) 3. La versión de `pre-commit` en `requirements.txt` no es la correcta y ejecutar pre-commit da error (ver 56) 4. El pre-commit hook rechaza el commit siempre en `black` aunque no formatee ningún archivo Para reproducir Pasos para reproducir el comportamiento: 2 Mirar acciones fallidas en commits de 55 3 1. Clonar el repositorio 2. Montar entorno virtual 3. `pre-commit install` 4. Hacer un commit cualquiera 4 1. Clonar el repositorio 2. Montar entorno virtual 3. `pip install --upgrade pre-commit` 4. `pre-commit install` 5. Hacer un commit con archivos bien formateados Comportamiento esperado Un workflow unificado que use formatter y linter con las mismas opciones, y un pre-commit hook que también use las mismas opciones Entorno: - Despliegue: local Contexto adicional Quizás lo mejor sea dejar en Github Actions solo el linter, tal como estaba, y usar el formatter solo desde el pre-commit hook. También podría compensar usar solo `black`, también como linter, y así no tener problemas de compatibilidad entre los errores de cada uno.;https://github.com/espeto-hub/uvlhub/issues/57;;incidencia, ci, alta;UVLHub
UVL_621;UVLHub;Configuration;Pre-commit no funciona;**Describe el error** Al intentar hacer un commit usando la versión de pre-commit en `requirements.txt` da error: ``` Expected one of commit, commit-msg, manual, merge-commit, post-checkout, post-commit, post-merge, post-rewrite, prepare-commit-msg, push but got: 'pre-commit' ``` **Para reproducir** Pasos para reproducir el comportamiento: 1. Clonar repositorio 2. Montar entorno virtual 3. `pre-commit install` 4. Hacer un commit **Comportamiento esperado** Se ejecuta el pre-commit hook correctamente **Capturas de pantalla** ![image](https://github.com/user-attachments/assets/ece7c931-371b-4496-8271-0ecb76f4a7de) **Entorno:** - Despliegue: local **Contexto adicional** La versión de `pre-commit` en `requirements.txt` es antigua, y el nombre de ese hook ha cambiado. [Más info.](https://github.com/psf/black/issues/4065issuecomment-1821277094);https://github.com/espeto-hub/uvlhub/issues/56;;incidencia, ci, alta;UVLHub
UVL_622;UVLHub;Configuration;Confgurar pre-commit con black;pre-commit es un hook específico de Git que se ejecuta justo antes de que se cree un commit. black: Para formatear automáticamente el código según las convenciones de Python (PEP 8).;https://github.com/espeto-hub/uvlhub/issues/49;;ci, media;UVLHub
